cow time weight birthyear twin birthrank
1990038 1980 741.2 1990 1 4
1990043 0 57 1990 1 4
1990043 112 154.3 1990 1 4
1990043 224 284.2 1990 1 4
1990043 364 380.6 1990 1 4
1990043 540 550.7 1990 1 4
1990043 720 581.5 1990 1 4
1990043 900 628.6 1990 1 4
1990043 1260 700.2 1990 1 4
1990043 1620 694.2 1990 1 4
1990043 1980 848.4 1990 1 4
1990047 0 56 1990 1 4
1990047 112 173.5 1990 1 4
1990047 224 306.7 1990 1 4
1990047 364 399.7 1990 1 4
1990047 540 540 1990 1 4
1990047 720 576.2 1990 1 4
1990047 900 651.6 1990 1 4
1990047 1260 753.2 1990 1 4
1990047 1620 716.9 1990 1 4
1990047 1980 789.2 1990 1 4
1990048 0 45 1990 1 4
1990048 112 141.7 1990 1 4
1990048 224 256 1990 1 4
1990048 364 363.3 1990 1 4
1990048 540 524.7 1990 1 4
1990048 720 559.3 1990 1 4
1990048 900 611.8 1990 1 4
1990048 1260 707.2 1990 1 4
1990048 1620 796.9 1990 1 4
1990048 1980 839.4 1990 1 4
1990049 0 47 1990 1 5
1990049 112 186.9 1990 1 5
1990049 224 327.9 1990 1 5
1990049 364 438 1990 1 5
1990049 540 586.3 1990 1 5
1990049 720 630.7 1990 1 5
1990049 900 675.5 1990 1 5
1990049 1260 725.3 1990 1 5
1990049 1620 799.5 1990 1 5
1990049 1980 719.1 1990 1 5
1990050 0 48 1990 1 4
1990050 112 146 1990 1 4
1990050 224 254.4 1990 1 4
1990050 364 335.4 1990 1 4
1990050 540 461.4 1990 1 4
1990050 720 494.9 1990 1 4
1990050 900 537.3 1990 1 4
1990050 1260 621.1 1990 1 4
1990050 1620 672.6 1990 1 4
1990050 1980 717.6 1990 1 4
1990051 0 48 1990 1 3
1990051 112 137 1990 1 3
1990051 224 245.6 1990 1 3
1990051 364 328.8 1990 1 3
1990051 540 450.3 1990 1 3
1990051 720 472.9 1990 1 3
1990051 900 505.5 1990 1 3
1990051 1260 593.7 1990 1 3
1990051 1620 637.8 1990 1 3
1990051 1980 634.8 1990 1 3
1990052 0 43 1990 1 3
1990052 112 138.7 1990 1 3
1990052 224 253.1 1990 1 3
1990052 364 341.1 1990 1 3
1990052 540 486.6 1990 1 3
1990052 720 517.4 1990 1 3
1990052 900 557.1 1990 1 3
1990052 1260 632.9 1990 1 3
1990052 1620 670.7 1990 1 3
1990052 1980 654.7 1990 1 3
1990053 0 55 1990 1 5
1990053 112 175.6 1990 1 5
1990053 224 322.2 1990 1 5
1990053 364 388.5 1990 1 5
1990053 540 480.8 1990 1 5
1990053 720 527.4 1990 1 5
1990053 900 575.2 1990 1 5
1990053 1260 616.4 1990 1 5
1990053 1620 649.5 1990 1 5
1990053 1980 702.9 1990 1 5
1990055 0 57 1990 1 5
1990055 112 163.1 1990 1 5
1990055 224 291.1 1990 1 5
1990055 364 391.1 1990 1 5
1990055 540 557.5 1990 1 5
1990055 720 577.7 1990 1 5
1990055 900 611 1990 1 5
1990055 1260 664 1990 1 5
1990055 1620 695.2 1990 1 5
1990055 1980 724.9 1990 1 5
1990056 0 57 1990 1 3
1990056 112 165 1990 1 3
1990056 224 274 1990 1 3
1990056 364 349.5 1990 1 3
1990056 540 508.9 1990 1 3
1990056 720 540.1 1990 1 3
1990056 900 587.4 1990 1 3
1990056 1260 669.6 1990 1 3
1990056 1620 670.9 1990 1 3
1990056 1980 693.3 1990 1 3
1990059 0 50 1990 1 4
1990059 112 161 1990 1 4
1990059 224 294.4 1990 1 4
1990059 364 404.3 1990 1 4
1990059 540 564.1 1990 1 4
1990059 720 611.4 1990 1 4
1990059 900 668.2 1990 1 4
1990059 1260 701.6 1990 1 4
1990059 1620 728.3 1990 1 4
1990059 1980 763.6 1990 1 4
1990060 0 55 1990 1 4
1990060 112 170.8 1990 1 4
1990060 224 310.6 1990 1 4
1990060 364 393.7 1990 1 4
1990060 540 561.9 1990 1 4
1990060 720 565.6 1990 1 4
1990060 900 623.2 1990 1 4
1990060 1260 633.8 1990 1 4
1990060 1620 695.2 1990 1 4
1990060 1980 827.2 1990 1 4
1990062 0 53 1990 1 4
1990062 112 154.8 1990 1 4
1990062 224 261 1990 1 4
1990062 364 359.4 1990 1 4
1990062 540 503.5 1990 1 4
1990062 720 530.9 1990 1 4
1990062 900 566.2 1990 1 4
1990062 1260 697.8 1990 1 4
1990062 1620 690.7 1990 1 4
1990062 1980 808.3 1990 1 4
1990063 0 53 1990 1 5
1990063 112 160.7 1990 1 5
1990063 224 295 1990 1 5
1990063 364 397.5 1990 1 5
1990063 540 536.5 1990 1 5
1990063 720 551.5 1990 1 5
1990063 900 590.9 1990 1 5
1990063 1260 673.1 1990 1 5
1990063 1620 698.8 1990 1 5
1990063 1980 682.7 1990 1 5
1990065 0 48 1990 1 5
1990065 112 123 1990 1 5
1990065 224 244.1 1990 1 5
1990065 364 343.4 1990 1 5
1990065 540 508.4 1990 1 5
1990065 720 537.4 1990 1 5
1990065 900 590.6 1990 1 5
1990065 1260 643.2 1990 1 5
1990065 1620 674.6 1990 1 5
1990065 1980 698.6 1990 1 5
1990066 0 37 1990 1 5
1990066 112 139.6 1990 1 5
1990066 224 260 1990 1 5
1990066 364 359.4 1990 1 5
1990066 540 526.7 1990 1 5
1990066 720 543.8 1990 1 5
1990066 900 598.3 1990 1 5
1990066 1260 638.3 1990 1 5
1990066 1620 708.4 1990 1 5
1990066 1980 798.6 1990 1 5
1990068 0 57 1990 1 4
1990068 112 156.3 1990 1 4
1990068 224 271.5 1990 1 4
1990068 364 357.5 1990 1 4
1990068 540 504.7 1990 1 4
1990068 720 521.2 1990 1 4
1990068 900 575.9 1990 1 4
1990068 1260 644.6 1990 1 4
1990068 1620 655.6 1990 1 4
1990068 1980 700.1 1990 1 4
1990070 0 50 1990 1 5
1990070 112 158 1990 1 5
1990070 224 280.6 1990 1 5
1990070 364 385 1990 1 5
1990070 540 490.3 1990 1 5
1990070 720 507.8 1990 1 5
1990070 900 547.8 1990 1 5
1990070 1260 572.8 1990 1 5
1990070 1620 655.6 1990 1 5
1990070 1980 679.9 1990 1 5
1990072 0 49 1990 1 4
1990072 112 144.1 1990 1 4
1990072 224 247.1 1990 1 4
1990072 364 352.8 1990 1 4
1990072 540 497.9 1990 1 4
1990072 720 525.8 1990 1 4
1990072 900 554.4 1990 1 4
1990072 1260 633.4 1990 1 4
1990072 1620 667.1 1990 1 4
1990072 1980 673.4 1990 1 4
1990073 0 46 1990 1 4
1990073 112 168.1 1990 1 4
1990073 224 292.9 1990 1 4
1990073 364 407.5 1990 1 4
1990073 540 557.1 1990 1 4
1990073 720 523.9 1990 1 4
1990073 900 591.7 1990 1 4
1990073 1260 684.3 1990 1 4
1990073 1620 706.7 1990 1 4
1990074 0 60 1990 1 5
1990074 112 163 1990 1 5
1990074 224 279 1990 1 5
1990074 364 395.7 1990 1 5
1990074 540 527.4 1990 1 5
1990074 720 562 1990 1 5
1990074 900 605 1990 1 5
1990074 1260 688 1990 1 5
1990074 1620 707.2 1990 1 5
1990074 1980 714.7 1990 1 5
1990076 0 53 1990 1 5
1990076 112 147.3 1990 1 5
1990076 224 277.9 1990 1 5
1990076 364 381.4 1990 1 5
1990076 540 525 1990 1 5
1990076 720 582.5 1990 1 5
1990076 900 594.7 1990 1 5
1990076 1260 644.4 1990 1 5
1990076 1620 663.4 1990 1 5
1990076 1980 725.7 1990 1 5
1990081 0 46 1990 1 3
1990081 112 139.1 1990 1 3
1990081 224 270 1990 1 3
1990081 364 356.8 1990 1 3
1990081 540 492.6 1990 1 3
1990081 720 560 1990 1 3
1990081 900 642.1 1990 1 3
1990081 1260 703.4 1990 1 3
1990081 1620 700.4 1990 1 3
1990081 1980 795.5 1990 1 3
1990083 0 46 1990 1 4
1990083 112 155.4 1990 1 4
1990083 224 282.9 1990 1 4
1990083 364 394.9 1990 1 4
1990083 540 519.8 1990 1 4
1990083 720 557 1990 1 4
1990083 900 598.6 1990 1 4
1990083 1260 601.2 1990 1 4
1990083 1620 598 1990 1 4
1990083 1980 665.1 1990 1 4
1990084 0 45 1990 1 5
1990084 112 148 1990 1 5
1990084 224 285.5 1990 1 5
1990084 364 380 1990 1 5
1990084 540 525 1990 1 5
1990084 720 579.1 1990 1 5
1990084 900 629.2 1990 1 5
1990084 1260 742 1990 1 5
1990084 1620 769.8 1990 1 5
1990084 1980 813.1 1990 1 5
1990085 0 54 1990 1 3
1990085 112 162.5 1990 1 3
1990085 224 319.7 1990 1 3
1990085 364 440 1990 1 3
1990085 540 570 1990 1 3
1990085 720 579.8 1990 1 3
1990085 900 596 1990 1 3
1990085 1260 675.6 1990 1 3
1990085 1620 696.7 1990 1 3
1990085 1980 731.5 1990 1 3
1990089 0 50 1990 1 4
1990089 112 143 1990 1 4
1990089 224 278.8 1990 1 4
1990089 364 399.9 1990 1 4
1990089 540 529 1990 1 4
1990089 720 576.9 1990 1 4
1990089 900 590.5 1990 1 4
1990089 1260 673.4 1990 1 4
1990089 1620 687.6 1990 1 4
1990089 1980 751.6 1990 1 4
1990090 0 48 1990 1 3
1990090 112 138.5 1990 1 3
1990090 224 267.6 1990 1 3
1990090 364 355.5 1990 1 3
1990090 540 464.4 1990 1 3
1990090 720 557.8 1990 1 3
1990090 900 572.9 1990 1 3
1990090 1260 633 1990 1 3
1990090 1620 656.5 1990 1 3
1990090 1980 729.3 1990 1 3
1990091 0 41 1990 1 5
1990091 112 160.6 1990 1 5
1990091 224 272 1990 1 5
1990091 364 382.1 1990 1 5
1990091 540 456.3 1990 1 5
1990091 720 494.5 1990 1 5
1990091 900 521.4 1990 1 5
1990091 1260 607.9 1990 1 5
1990091 1620 632.2 1990 1 5
1990091 1980 648.5 1990 1 5
1990092 0 49 1990 1 5
1990092 112 158.2 1990 1 5
1990092 224 284 1990 1 5
1990092 364 415 1990 1 5
1990092 540 538.5 1990 1 5
1990092 720 581.1 1990 1 5
1990092 900 607.5 1990 1 5
1990092 1260 640.6 1990 1 5
1990092 1620 706.5 1990 1 5
1990092 1980 743.1 1990 1 5
1990093 0 48 1990 1 4
1990093 112 149.2 1990 1 4
1990093 224 261.9 1990 1 4
1990093 364 402.6 1990 1 4
1990093 540 555.7 1990 1 4
1990093 720 611.8 1990 1 4
1990093 900 602.4 1990 1 4
1990093 1260 662.9 1990 1 4
1990093 1620 676.2 1990 1 4
1990093 1980 754.9 1990 1 4
1990094 0 40 1990 1 4
1990094 112 134.6 1990 1 4
1990094 224 246.8 1990 1 4
1990094 364 326.1 1990 1 4
1990094 540 417.7 1990 1 4
1990094 720 490.6 1990 1 4
1990094 900 533.2 1990 1 4
1990094 1260 596.9 1990 1 4
1990094 1620 612.4 1990 1 4
1990094 1980 660.3 1990 1 4
1990095 0 48 1990 1 3
1990095 112 141.9 1990 1 3
1990095 224 270.5 1990 1 3
1990095 364 351 1990 1 3
1990095 540 448.7 1990 1 3
1990095 720 520.3 1990 1 3
1990095 900 595.3 1990 1 3
1990095 1260 622.7 1990 1 3
1990095 1620 768.7 1990 1 3
1990095 1980 780.2 1990 1 3
1990096 0 37 1990 1 4
1990096 112 131 1990 1 4
1990096 224 237.9 1990 1 4
1990096 364 330.6 1990 1 4
1990096 540 480.2 1990 1 4
1990096 720 507.9 1990 1 4
1990096 900 512 1990 1 4
1990096 1260 620 1990 1 4
1990096 1620 655.5 1990 1 4
1990096 1980 736.2 1990 1 4
1990097 0 50 1990 1 5
1990097 112 144 1990 1 5
1990097 224 246.7 1990 1 5
1990097 364 345.4 1990 1 5
1990097 540 447.9 1990 1 5
1990097 720 514.4 1990 1 5
1990097 900 528.6 1990 1 5
1990097 1260 581.5 1990 1 5
1990097 1620 668.7 1990 1 5
1990097 1980 712 1990 1 5
1990098 0 51 1990 1 5
1990098 112 123.7 1990 1 5
1990098 224 227 1990 1 5
1990098 364 344.9 1990 1 5
1990098 540 429.1 1990 1 5
1990098 720 538.4 1990 1 5
1990098 900 539.6 1990 1 5
1990098 1260 626.8 1990 1 5
1990098 1620 629.2 1990 1 5
1990098 1980 745.8 1990 1 5
1990099 0 49 1990 1 4
1990099 112 159 1990 1 4
1990099 224 268.3 1990 1 4
1990099 364 383.1 1990 1 4
1990099 540 503.8 1990 1 4
1990099 720 548.3 1990 1 4
1990099 900 546.9 1990 1 4
1990099 1260 652.7 1990 1 4
1990099 1620 672.6 1990 1 4
1990099 1980 755.8 1990 1 4
1990101 0 44 1990 1 4
1990101 112 157.3 1990 1 4
1990101 224 265 1990 1 4
1990101 364 382 1990 1 4
1990101 540 523.1 1990 1 4
1990101 720 563.1 1990 1 4
1990101 900 546.3 1990 1 4
1990101 1260 622.2 1990 1 4
1990101 1620 676.8 1990 1 4
1990101 1980 775 1990 1 4
1990102 0 59 1990 1 4
1990102 112 172 1990 1 4
1990102 224 279 1990 1 4
1990102 364 403.2 1990 1 4
1990102 540 528.6 1990 1 4
1990102 720 586.3 1990 1 4
1990102 900 555.3 1990 1 4
1990102 1260 662.3 1990 1 4
1990102 1620 718.1 1990 1 4
1990102 1980 724.2 1990 1 4
1990103 0 48 1990 1 5
1990103 112 142.9 1990 1 5
1990103 224 242.3 1990 1 5
1990103 364 347.9 1990 1 5
1990103 540 424.5 1990 1 5
1990103 720 542.1 1990 1 5
1990103 900 546.2 1990 1 5
1990103 1260 552.6 1990 1 5
1990103 1620 668 1990 1 5
1990103 1980 677.8 1990 1 5
1991001 0 58 1991 1 5
1991001 112 159.5 1991 1 5
1991001 224 263 1991 1 5
1991001 364 343.5 1991 1 5
1991001 540 443.4 1991 1 5
1991001 720 469 1991 1 5
1991001 900 496.5 1991 1 5
1991001 1260 548.8 1991 1 5
1991001 1620 530 1991 1 5
1991002 0 48 1991 1 4
1991002 112 184.4 1991 1 4
1991002 224 318.8 1991 1 4
1991002 364 432.1 1991 1 4
1991002 540 541.6 1991 1 4
1991002 720 559 1991 1 4
1991002 900 579.3 1991 1 4
1991002 1260 694 1991 1 4
1991002 1620 800.1 1991 1 4
1991002 1980 831.2 1991 1 4
1991006 0 49 1991 1 6
1991006 112 190 1991 1 6
1991006 224 319.7 1991 1 6
1991006 364 400.3 1991 1 6
1991006 540 500.8 1991 1 6
1991006 720 545.5 1991 1 6
1991006 900 549.7 1991 1 6
1991006 1260 636.4 1991 1 6
1991006 1620 693.1 1991 1 6
1991006 1980 742.8 1991 1 6
1991007 0 50 1991 1 4
1991007 112 189.5 1991 1 4
1991007 224 314.9 1991 1 4
1991007 364 426.2 1991 1 4
1991007 540 486.7 1991 1 4
1991007 720 558.8 1991 1 4
1991007 900 587.5 1991 1 4
1991007 1260 712.1 1991 1 4
1991007 1620 818.4 1991 1 4
1991007 1980 836.5 1991 1 4
1991008 0 54 1991 1 5
1991008 112 192.7 1991 1 5
1991008 224 300.9 1991 1 5
1991008 364 407.6 1991 1 5
1991008 540 497.5 1991 1 5
1991008 720 562.5 1991 1 5
1991008 900 575.8 1991 1 5
1991008 1260 613.7 1991 1 5
1991008 1620 662.4 1991 1 5
1991009 0 59 1991 1 4
1991009 112 166.9 1991 1 4
1991009 224 277.6 1991 1 4
1991009 364 363.1 1991 1 4
1991009 540 457.3 1991 1 4
1991009 720 512.9 1991 1 4
1991009 900 522 1991 1 4
1991009 1260 591.8 1991 1 4
1991009 1620 661.6 1991 1 4
1991009 1980 706.9 1991 1 4
1991010 0 47 1991 1 4
1991010 112 188.4 1991 1 4
1991010 224 334.4 1991 1 4
1991010 364 446.3 1991 1 4
1991010 540 548.3 1991 1 4
1991010 720 599.7 1991 1 4
1991010 900 635.6 1991 1 4
1991010 1260 718.4 1991 1 4
1991010 1620 820.9 1991 1 4
1991010 1980 865.4 1991 1 4
1991011 0 41 1991 1 5
1991011 112 175.1 1991 1 5
1991011 224 278.7 1991 1 5
1991011 364 380.1 1991 1 5
1991011 540 454.7 1991 1 5
1991011 720 515 1991 1 5
1991011 900 569.6 1991 1 5
1991011 1260 619.5 1991 1 5
1991011 1620 614.8 1991 1 5
1991012 0 47 1991 1 5
1991012 112 183.1 1991 1 5
1991012 224 295.1 1991 1 5
1991012 364 408.3 1991 1 5
1991012 540 502 1991 1 5
1991012 720 570.7 1991 1 5
1991012 900 639.6 1991 1 5
1991012 1260 749 1991 1 5
1991012 1620 752.8 1991 1 5
1991012 1980 859.5 1991 1 5
1991015 0 57 1991 1 6
1991015 112 191.5 1991 1 6
1991015 224 303.2 1991 1 6
1991015 364 415.2 1991 1 6
1991015 540 504.8 1991 1 6
1991015 720 567 1991 1 6
1991015 900 593.5 1991 1 6
1991015 1260 598 1991 1 6
1991015 1620 620.8 1991 1 6
1991015 1980 724.6 1991 1 6
1991017 0 42 1991 1 4
1991017 112 169.9 1991 1 4
1991017 224 283.1 1991 1 4
1991017 364 392.7 1991 1 4
1991017 540 472.1 1991 1 4
1991017 720 526.3 1991 1 4
1991017 900 584.3 1991 1 4
1991017 1260 629.4 1991 1 4
1991017 1620 606.1 1991 1 4
1991017 1980 677.7 1991 1 4
1991019 0 60 1991 1 5
1991019 112 183 1991 1 5
1991019 224 285.4 1991 1 5
1991019 364 409.8 1991 1 5
1991019 540 515.8 1991 1 5
1991019 720 575.7 1991 1 5
1991019 900 615.5 1991 1 5
1991019 1260 700 1991 1 5
1991019 1620 783.1 1991 1 5
1991019 1980 732.7 1991 1 5
1991020 0 50 1991 1 5
1991020 112 179 1991 1 5
1991020 224 277.3 1991 1 5
1991020 364 404.9 1991 1 5
1991020 540 474.6 1991 1 5
1991020 720 551.8 1991 1 5
1991020 900 587 1991 1 5
1991020 1260 619.3 1991 1 5
1991020 1620 695.3 1991 1 5
1991020 1980 755.8 1991 1 5
1991021 0 46 1991 1 4
1991021 112 176.4 1991 1 4
1991021 224 284.3 1991 1 4
1991021 364 389.1 1991 1 4
1991021 540 489.1 1991 1 4
1991021 720 558.1 1991 1 4
1991021 900 611.7 1991 1 4
1991021 1260 646.3 1991 1 4
1991021 1620 726.9 1991 1 4
1991021 1980 713.5 1991 1 4
1991023 0 50 1991 1 5
1991023 112 186.5 1991 1 5
1991023 224 315 1991 1 5
1991023 364 444.3 1991 1 5
1991023 540 580.9 1991 1 5
1991023 720 644.5 1991 1 5
1991023 900 724.2 1991 1 5
1991023 1260 757.6 1991 1 5
1991023 1620 839.2 1991 1 5
1991023 1980 866.1 1991 1 5
1991024 0 49 1991 1 5
1991024 112 181.5 1991 1 5
1991024 224 290 1991 1 5
1991024 364 399.3 1991 1 5
1991024 540 491.6 1991 1 5
1991024 720 552.1 1991 1 5
1991024 900 616.7 1991 1 5
1991024 1260 682.5 1991 1 5
1991024 1620 736.5 1991 1 5
1991024 1980 768.3 1991 1 5
1991025 0 51 1991 1 6
1991025 112 185 1991 1 6
1991025 224 272.3 1991 1 6
1991025 364 395.7 1991 1 6
1991025 540 490.1 1991 1 6
1991025 720 546.1 1991 1 6
1991025 900 606.1 1991 1 6
1991025 1260 671.5 1991 1 6
1991025 1620 744.6 1991 1 6
1991025 1980 740.9 1991 1 6
1991027 0 55 1991 1 6
1991027 112 208.4 1991 1 6
1991027 224 292.9 1991 1 6
1991027 364 407.4 1991 1 6
1991027 540 479.2 1991 1 6
1991027 720 555.5 1991 1 6
1991027 900 624.6 1991 1 6
1991027 1260 693 1991 1 6
1991027 1620 748.2 1991 1 6
1991027 1980 733.8 1991 1 6
1991030 0 50 1991 1 5
1991030 112 182.3 1991 1 5
1991030 224 270.6 1991 1 5
1991030 364 371 1991 1 5
1991030 540 477.4 1991 1 5
1991030 720 513.5 1991 1 5
1991030 900 525.4 1991 1 5
1991030 1260 615.5 1991 1 5
1991030 1620 678.9 1991 1 5
1991030 1980 731.3 1991 1 5
1991031 0 49 1991 1 4
1991031 112 185.8 1991 1 4
1991031 224 278.3 1991 1 4
1991031 364 393.9 1991 1 4
1991031 540 477.3 1991 1 4
1991031 720 541.7 1991 1 4
1991031 900 588.2 1991 1 4
1991031 1260 612.7 1991 1 4
1991031 1620 689.8 1991 1 4
1991031 1980 795.6 1991 1 4
1991032 0 48 1991 1 4
1991032 112 169.7 1991 1 4
1991032 224 259.7 1991 1 4
1991032 364 372 1991 1 4
1991032 540 486 1991 1 4
1991032 720 538.9 1991 1 4
1991032 900 605.6 1991 1 4
1991032 1260 663.8 1991 1 4
1991032 1620 657 1991 1 4
1991032 1980 682.5 1991 1 4
1991034 0 47 1991 1 5
1991034 112 189.2 1991 1 5
1991034 224 282.3 1991 1 5
1991034 364 386.5 1991 1 5
1991034 540 472.4 1991 1 5
1991034 720 539.1 1991 1 5
1991034 900 594.1 1991 1 5
1991034 1260 634.5 1991 1 5
1991034 1620 687.2 1991 1 5
1991036 0 46 1991 1 6
1991036 112 173.7 1991 1 6
1991036 224 272.3 1991 1 6
1991036 364 345.7 1991 1 6
1991036 540 440.4 1991 1 6
1991036 720 498.4 1991 1 6
1991036 900 565 1991 1 6
1991036 1260 537.8 1991 1 6
1991036 1620 631.4 1991 1 6
1991036 1980 645.4 1991 1 6
1991038 0 50 1991 1 6
1991038 112 174.1 1991 1 6
1991038 224 257.5 1991 1 6
1991038 364 355.7 1991 1 6
1991038 540 449.7 1991 1 6
1991038 720 494.8 1991 1 6
1991038 900 545 1991 1 6
1991038 1260 569.7 1991 1 6
1991038 1620 663.6 1991 1 6
1991038 1980 633.3 1991 1 6
1991041 0 42 1991 1 4
1991041 112 175 1991 1 4
1991041 224 303.9 1991 1 4
1991041 364 410.6 1991 1 4
1991041 540 488 1991 1 4
1991041 720 540 1991 1 4
1991041 900 580.8 1991 1 4
1991041 1260 640.7 1991 1 4
1991041 1620 728.9 1991 1 4
1991041 1980 808.3 1991 1 4
1991042 0 38 1991 2 5
1991042 112 163.4 1991 2 5
1991042 224 267.1 1991 2 5
1991042 364 358.2 1991 2 5
1991042 540 451.5 1991 2 5
1991042 720 478 1991 2 5
1991042 900 522.5 1991 2 5
1991042 1260 545.5 1991 2 5
1991042 1620 651.5 1991 2 5
1991042 1980 687.1 1991 2 5
1991047 0 46 1991 1 6
1991047 112 163 1991 1 6
1991047 224 250.2 1991 1 6
1991047 364 360.4 1991 1 6
1991047 540 436.9 1991 1 6
1991047 720 504.8 1991 1 6
1991047 900 522.2 1991 1 6
1991047 1260 575.9 1991 1 6
1991047 1620 645.8 1991 1 6
1991047 1980 674 1991 1 6
1991048 0 52 1991 1 5
1991048 112 149 1991 1 5
1991048 224 218.9 1991 1 5
1991048 364 339.7 1991 1 5
1991048 540 463.6 1991 1 5
1991048 720 534.2 1991 1 5
1991048 900 577.1 1991 1 5
1991048 1260 638.8 1991 1 5
1991048 1620 720.7 1991 1 5
1991048 1980 771 1991 1 5
1991050 0 49 1991 1 5
1991050 112 184.1 1991 1 5
1991050 224 287.8 1991 1 5
1991050 364 382.2 1991 1 5
1991050 540 484.2 1991 1 5
1991050 720 544.6 1991 1 5
1991050 900 609 1991 1 5
1991050 1260 627.4 1991 1 5
1991050 1620 714.6 1991 1 5
1991050 1980 704.3 1991 1 5
1991051 0 60 1991 1 4
1991051 112 176.8 1991 1 4
1991051 224 280.8 1991 1 4
1991051 364 403.7 1991 1 4
1991051 540 497.2 1991 1 4
1991051 720 548.5 1991 1 4
1991051 900 592.3 1991 1 4
1991051 1260 666.4 1991 1 4
1991052 0 53 1991 1 6
1991052 112 188.4 1991 1 6
1991052 224 291 1991 1 6
1991052 364 393.6 1991 1 6
1991052 540 483.4 1991 1 6
1991052 720 533.6 1991 1 6
1991052 900 583.8 1991 1 6
1991052 1260 649.7 1991 1 6
1991054 0 53 1991 1 6
1991054 112 171.3 1991 1 6
1991054 224 277.1 1991 1 6
1991054 364 426.8 1991 1 6
1991054 540 530 1991 1 6
1991054 720 569 1991 1 6
1991054 900 625.4 1991 1 6
1991054 1260 604 1991 1 6
1991054 1620 694.7 1991 1 6
1991054 1980 772.4 1991 1 6
1991055 0 50 1991 1 4
1991055 112 174.4 1991 1 4
1991055 224 282.5 1991 1 4
1991055 364 399 1991 1 4
1991055 540 501 1991 1 4
1991055 720 548.5 1991 1 4
1991055 900 596.9 1991 1 4
1991055 1260 598 1991 1 4
1991055 1620 678.2 1991 1 4
1991055 1980 690.1 1991 1 4
1991058 0 51 1991 1 4
1991058 112 181 1991 1 4
1991058 224 285.4 1991 1 4
1991058 364 404.7 1991 1 4
1991058 540 484.9 1991 1 4
1991058 720 539.2 1991 1 4
1991058 900 613.1 1991 1 4
1991058 1260 680.3 1991 1 4
1991058 1620 773 1991 1 4
1991058 1980 736 1991 1 4
1991060 0 55 1991 1 6
1991060 112 187.4 1991 1 6
1991060 224 287.6 1991 1 6
1991060 364 400.5 1991 1 6
1991060 540 493.7 1991 1 6
1991060 720 548.6 1991 1 6
1991060 900 589.5 1991 1 6
1991060 1260 604 1991 1 6
1991060 1620 710.4 1991 1 6
1991060 1980 714.4 1991 1 6
1991061 0 56 1991 1 6
1991061 112 194.6 1991 1 6
1991061 224 286.1 1991 1 6
1991061 364 378.1 1991 1 6
1991061 540 434.1 1991 1 6
1991061 720 492.1 1991 1 6
1991061 900 531.2 1991 1 6
1991061 1260 528.2 1991 1 6
1991061 1620 639.4 1991 1 6
1991061 1980 652.2 1991 1 6
1991062 0 54 1991 1 4
1991062 112 186 1991 1 4
1991062 224 277.5 1991 1 4
1991062 364 365.3 1991 1 4
1991062 540 459.1 1991 1 4
1991062 720 526.1 1991 1 4
1991062 900 551.8 1991 1 4
1991062 1260 568.3 1991 1 4
1991062 1620 665 1991 1 4
1991062 1980 688.4 1991 1 4
1991063 0 54 1991 1 5
1991063 112 194.5 1991 1 5
1991063 224 308.4 1991 1 5
1991063 364 415.8 1991 1 5
1991063 540 511 1991 1 5
1991063 720 551.3 1991 1 5
1991063 900 633.3 1991 1 5
1991063 1260 649.2 1991 1 5
1991063 1620 740.9 1991 1 5
1991063 1980 800.3 1991 1 5
1991064 0 43 1991 1 4
1991064 112 154 1991 1 4
1991064 224 249.6 1991 1 4
1991064 364 343.1 1991 1 4
1991064 540 415.7 1991 1 4
1991064 720 482.4 1991 1 4
1991064 900 523.8 1991 1 4
1991064 1260 550.3 1991 1 4
1991064 1620 583.7 1991 1 4
1991064 1980 627 1991 1 4
1991066 0 36 1991 2 5
1991066 112 134.1 1991 2 5
1991066 224 257.5 1991 2 5
1991066 364 364 1991 2 5
1991066 540 486.1 1991 2 5
1991066 720 555.2 1991 2 5
1991066 900 608.9 1991 2 5
1991066 1260 637.7 1991 2 5
1991066 1620 718.5 1991 2 5
1991066 1980 741.8 1991 2 5
1991067 0 33 1991 2 5
1991067 112 146.3 1991 2 5
1991067 224 249.3 1991 2 5
1991067 364 371.9 1991 2 5
1991067 540 488.1 1991 2 5
1991067 720 565 1991 2 5
1991067 900 617.5 1991 2 5
1991067 1260 648.4 1991 2 5
1991067 1620 677.4 1991 2 5
1991067 1980 750.5 1991 2 5
1991068 0 53 1991 1 4
1991068 112 194.1 1991 1 4
1991068 224 317.2 1991 1 4
1991068 364 403.7 1991 1 4
1991068 540 461.6 1991 1 4
1991068 720 506.4 1991 1 4
1991068 900 572.4 1991 1 4
1991068 1260 577.8 1991 1 4
1991068 1620 652.5 1991 1 4
1991068 1980 669.3 1991 1 4
1991069 0 49 1991 1 4
1991069 112 165.9 1991 1 4
1991069 224 271.3 1991 1 4
1991069 364 352.5 1991 1 4
1991069 540 439.3 1991 1 4
1991069 720 509.6 1991 1 4
1991069 900 546 1991 1 4
1991069 1260 580.6 1991 1 4
1991069 1620 637.3 1991 1 4
1991069 1980 754.3 1991 1 4
1991070 0 54 1991 1 4
1991070 112 168.6 1991 1 4
1991070 224 267.1 1991 1 4
1991070 364 356.9 1991 1 4
1991070 540 440.5 1991 1 4
1991070 720 498.9 1991 1 4
1991070 900 570.2 1991 1 4
1991070 1260 624.6 1991 1 4
